in,uit,rich,entry,exit,pnl,result,type,variant,versie
2026-01-22 13:00:00+00:00,2026-01-22 15:00:00+00:00,1,4823.8,4854.28,387.63,TP2,D_PULLBACK,V16-Basis,v16
2026-01-22 13:00:00+00:00,2026-01-22 15:00:00+00:00,1,4823.8,4872.57,826.95,TP3,D_PULLBACK,V16-Basis,v16
2026-01-23 16:00:00+00:00,2026-01-23 17:00:00+00:00,1,4981.4,4964.83,-623.69,SL,E_BOS,V16-Basis,v16
2026-01-27 13:00:00+00:00,2026-01-27 14:00:00+00:00,1,5073.8,5058.05,-518.49,SL,D_PULLBACK,V16-Basis,v16
2026-01-27 15:00:00+00:00,2026-01-27 20:00:00+00:00,1,5087.6,5115.49,232.86,TP1,D_PULLBACK,V16-Basis,v16
2026-01-27 15:00:00+00:00,2026-01-27 20:00:00+00:00,1,5087.6,5134.08,388.09,TP2,D_PULLBACK,V16-Basis,v16
2026-01-27 15:00:00+00:00,2026-01-27 20:00:00+00:00,1,5087.6,5161.97,827.93,TP3,D_PULLBACK,V16-Basis,v16
2026-02-09 15:00:00+00:00,2026-02-09 23:00:00+00:00,1,5082.2,5044.66,-624.43,SL,E_BOS,V16-Basis,v16
2026-02-20 08:00:00+00:00,2026-02-20 12:00:00+00:00,1,5048.7,5030.38,-622.93,SL,C_MOMENTUM,V16-Basis,v16
2026-02-20 16:00:00+00:00,2026-02-20 20:00:00+00:00,1,5087.0,5115.51,279.64,TP1,C_MOMENTUM,V16-Basis,v16
2026-02-20 16:00:00+00:00,2026-02-20 21:00:00+00:00,1,5087.0,5087.95,21.75,SL,C_MOMENTUM,V16-Basis,v16
2026-02-23 16:00:00+00:00,2026-02-23 23:00:00+00:00,1,5230.4,5260.36,279.97,TP1,B_MACDCROSS,V16-Basis,v16
2026-02-23 16:00:00+00:00,2026-02-24 01:00:00+00:00,1,5230.4,5231.4,435.51,SL,B_MACDCROSS,V16-Basis,v16
2026-02-25 11:00:00+00:00,2026-02-25 14:00:00+00:00,1,5199.5,5184.4,-623.87,SL,C_MOMENTUM,V16-Basis,v16
2026-02-27 13:00:00+00:00,2026-02-27 16:00:00+00:00,1,5240.8,5265.18,280.07,TP1,B_MACDCROSS,V16-Basis,v16
2026-02-27 13:00:00+00:00,2026-02-27 17:00:00+00:00,1,5240.8,5241.61,21.78,SL,B_MACDCROSS,V16-Basis,v16
2026-03-18 08:00:00+00:00,2026-03-18 10:00:00+00:00,-1,4990.7,4964.76,280.39,TP1,B_MACDCROSS,V16-Basis,v16
2026-03-18 08:00:00+00:00,2026-03-18 11:00:00+00:00,-1,4990.7,4947.46,467.32,TP2,B_MACDCROSS,V16-Basis,v16
2026-03-18 08:00:00+00:00,2026-03-18 12:00:00+00:00,-1,4990.7,4921.52,2492.4,TP3,B_MACDCROSS,V16-Basis,v16
2026-03-20 13:00:00+00:00,2026-03-20 14:00:00+00:00,-1,4617.0,4578.93,255.5,TP1,E_BOS,V16-Basis,v16
2026-03-20 13:00:00+00:00,2026-03-20 15:00:00+00:00,-1,4617.0,4546.5,473.16,TP2,E_BOS,V16-Basis,v16
2026-03-20 13:00:00+00:00,2026-03-20 16:00:00+00:00,-1,4617.0,4605.72,252.35,SL,E_BOS,V16-Basis,v16
2026-03-20 16:00:00+00:00,2026-03-20 18:00:00+00:00,-1,4585.3,4540.48,356.19,TP1,C_MOMENTUM,V16-Basis,v16
2026-03-20 16:00:00+00:00,2026-03-20 18:00:00+00:00,-1,4585.3,4510.6,593.65,TP2,C_MOMENTUM,V16-Basis,v16
2026-03-20 16:00:00+00:00,2026-03-22 23:00:00+00:00,-1,4585.3,4465.78,1266.46,TP3,C_MOMENTUM,V16-Basis,v16
2026-03-23 11:00:00+00:00,2026-03-23 12:00:00+00:00,-1,4379.2,4419.09,-665.16,SL,D_PULLBACK,V16-Basis,v16
2026-03-24 13:00:00+00:00,2026-03-24 14:00:00+00:00,-1,4382.5,4424.11,-663.49,SL,F_MSS,V16-Basis,v16
2026-03-26 08:00:00+00:00,2026-03-26 13:00:00+00:00,-1,4424.8,4457.67,-794.2,SL,C_MOMENTUM,V16-Basis,v16
2026-03-26 13:00:00+00:00,2026-03-26 14:00:00+00:00,-1,4450.1,4468.16,-395.91,SL,C_MOMENTUM,V16-Basis,v16
2026-04-07 09:00:00+00:00,2026-04-07 11:00:00+00:00,1,4696.6,4674.77,-527.09,SL,A_EMACROSS,V16-Basis,v16
2026-04-07 17:00:00+00:00,2026-04-07 19:00:00+00:00,1,4701.7,4735.05,189.37,TP1,A_EMACROSS,V16-Basis,v16
2026-04-07 17:00:00+00:00,2026-04-07 22:00:00+00:00,1,4701.7,4757.29,6312.39,TP2,A_EMACROSS,V16-Basis,v16
2026-04-07 17:00:00+00:00,2026-04-07 22:00:00+00:00,1,4701.7,4790.64,13466.43,TP3,A_EMACROSS,V16-Basis,v16
2026-04-17 12:00:00+00:00,2026-04-17 13:00:00+00:00,1,4869.0,4891.41,509.37,TP1,A_EMACROSS,V16-Basis,v16
2026-04-17 12:00:00+00:00,2026-04-17 13:00:00+00:00,1,4869.0,4906.34,848.95,TP2,A_EMACROSS,V16-Basis,v16
2026-04-17 12:00:00+00:00,2026-04-17 20:00:00+00:00,1,4869.0,4854.06,-452.78,SL,A_EMACROSS,V16-Basis,v16
2026-04-22 15:00:00+00:00,2026-04-22 18:00:00+00:00,-1,4746.2,4762.04,-851.67,SL,B_MACDCROSS,V16-Basis,v16
2026-04-23 07:00:00+00:00,2026-04-23 08:00:00+00:00,-1,4736.1,4721.65,382.1,TP1,C_MOMENTUM,V16-Basis,v16
2026-04-23 07:00:00+00:00,2026-04-23 09:00:00+00:00,-1,4736.1,4712.01,636.84,TP2,C_MOMENTUM,V16-Basis,v16
2026-04-23 07:00:00+00:00,2026-04-23 11:00:00+00:00,-1,4736.1,4732.25,339.65,SL,C_MOMENTUM,V16-Basis,v16
2026-04-23 11:00:00+00:00,2026-04-23 12:00:00+00:00,-1,4737.4,4747.09,-853.19,SL,C_MOMENTUM,V16-Basis,v16
2026-04-24 09:00:00+00:00,2026-04-24 11:00:00+00:00,-1,4697.7,4713.07,-708.86,SL,D_PULLBACK,V16-Basis,v16
2026-04-27 12:00:00+00:00,2026-04-27 14:00:00+00:00,-1,4714.1,4693.12,509.1,TP1,A_EMACROSS,V16-Basis,v16
2026-04-27 12:00:00+00:00,2026-04-27 23:00:00+00:00,-1,4714.1,4708.51,791.94,SL,A_EMACROSS,V16-Basis,v16
2026-04-28 17:00:00+00:00,2026-04-29 00:00:00+00:00,-1,4609.0,4619.39,-852.41,SL,C_MOMENTUM,V16-Basis,v16
2026-04-29 07:00:00+00:00,2026-04-29 12:00:00+00:00,-1,4581.4,4562.68,344.19,TP1,E_BOS,V16-Basis,v16
2026-04-29 07:00:00+00:00,2026-04-29 13:00:00+00:00,-1,4581.4,4546.74,637.39,TP2,E_BOS,V16-Basis,v16
2026-04-29 07:00:00+00:00,2026-04-29 13:00:00+00:00,-1,4581.4,4531.49,1223.78,TP3,E_BOS,V16-Basis,v16
2026-04-29 14:00:00+00:00,2026-04-29 15:00:00+00:00,-1,4551.9,4566.2,-856.47,SL,C_MOMENTUM,V16-Basis,v16
2026-05-01 07:00:00+00:00,2026-05-01 12:00:00+00:00,-1,4589.5,4603.52,-1138.53,SL,A_EMACROSS,V16-Basis,v16
2026-05-04 10:00:00+00:00,2026-05-04 12:00:00+00:00,-1,4573.2,4587.79,-850.48,SL,E_BOS,V16-Basis,v16
2026-05-04 13:00:00+00:00,2026-05-04 14:00:00+00:00,-1,4575.0,4590.53,-423.97,SL,C_MOMENTUM,V16-Basis,v16
2026-05-11 13:00:00+00:00,2026-05-11 14:00:00+00:00,1,4745.7,4730.55,-338.66,SL,E_BOS,V16-Basis,v16
2026-05-11 16:00:00+00:00,2026-05-11 20:00:00+00:00,1,4726.1,4748.39,126.85,TP1,F_MSS,V16-Basis,v16
2026-05-11 16:00:00+00:00,2026-05-11 22:00:00+00:00,1,4726.1,4763.25,211.41,TP2,F_MSS,V16-Basis,v16
2026-05-11 16:00:00+00:00,2026-05-12 03:00:00+00:00,1,4726.1,4726.84,112.75,SL,F_MSS,V16-Basis,v16
2024-11-12 13:00:00+00:00,2024-11-12 14:00:00+00:00,-1,2618.1,2622.3,-480.0,SL,D_PULLBACK,V16-HighRisk,v16
2024-11-13 15:00:00+00:00,2024-11-13 16:00:00+00:00,-1,2611.3,2602.52,358.92,TP1,A_EMACROSS,V16-HighRisk,v16
2024-11-13 15:00:00+00:00,2024-11-13 16:00:00+00:00,-1,2611.3,2596.67,598.2,TP2,A_EMACROSS,V16-HighRisk,v16
2024-11-13 15:00:00+00:00,2024-11-13 17:00:00+00:00,-1,2611.3,2587.89,1276.16,TP3,A_EMACROSS,V16-HighRisk,v16
2024-11-14 11:00:00+00:00,2024-11-14 13:00:00+00:00,-1,2558.7,2564.95,-647.01,SL,C_MOMENTUM,V16-HighRisk,v16
2024-11-14 14:00:00+00:00,2024-11-14 15:00:00+00:00,-1,2564.6,2569.1,-483.32,SL,D_PULLBACK,V16-HighRisk,v16
2024-11-15 13:00:00+00:00,2024-11-15 14:00:00+00:00,-1,2569.7,2575.55,-803.11,SL,A_EMACROSS,V16-HighRisk,v16
2024-12-10 10:00:00+00:00,2024-12-10 13:00:00+00:00,1,2698.1,2686.27,-255.71,SL,E_BOS,V16-HighRisk,v16
2024-12-10 13:00:00+00:00,2024-12-10 14:00:00+00:00,1,2704.4,2692.33,-255.3,SL,E_BOS,V16-HighRisk,v16
2024-12-17 08:00:00+00:00,2024-12-17 09:00:00+00:00,-1,2659.5,2645.76,114.7,TP1,B_MACDCROSS,V16-HighRisk,v16
2024-12-17 08:00:00+00:00,2024-12-17 12:00:00+00:00,-1,2659.5,2659.04,178.43,SL,B_MACDCROSS,V16-HighRisk,v16
2024-12-17 15:00:00+00:00,2024-12-17 18:00:00+00:00,-1,2654.4,2663.7,-510.73,SL,C_MOMENTUM,V16-HighRisk,v16
2024-12-18 13:00:00+00:00,2024-12-18 15:00:00+00:00,-1,2659.8,2649.7,171.82,TP1,F_MSS,V16-HighRisk,v16
2024-12-18 13:00:00+00:00,2024-12-18 19:00:00+00:00,-1,2659.8,2642.96,5727.28,TP2,F_MSS,V16-HighRisk,v16
2024-12-18 13:00:00+00:00,2024-12-18 19:00:00+00:00,-1,2659.8,2632.86,12218.21,TP3,F_MSS,V16-HighRisk,v16
2024-12-19 07:00:00+00:00,2024-12-19 09:00:00+00:00,-1,2630.1,2634.82,-531.63,SL,D_PULLBACK,V16-HighRisk,v16
2024-12-19 13:00:00+00:00,2024-12-20 06:00:00+00:00,-1,2610.0,2618.11,-706.71,SL,E_BOS,V16-HighRisk,v16
2024-12-23 11:00:00+00:00,2024-12-26 05:00:00+00:00,-1,2630.0,2636.18,-703.88,SL,E_BOS,V16-HighRisk,v16
2024-12-27 08:00:00+00:00,2024-12-27 12:00:00+00:00,-1,2640.8,2644.9,-280.43,SL,E_BOS,V16-HighRisk,v16
2024-12-27 13:00:00+00:00,2024-12-27 14:00:00+00:00,-1,2633.4,2627.49,113.39,TP1,E_BOS,V16-HighRisk,v16
2024-12-27 13:00:00+00:00,2024-12-27 15:00:00+00:00,-1,2633.4,2633.18,9.8,SL,E_BOS,V16-HighRisk,v16
2024-12-30 08:00:00+00:00,2024-12-30 09:00:00+00:00,-1,2623.6,2627.57,-560.35,SL,E_BOS,V16-HighRisk,v16
2024-12-30 11:00:00+00:00,2024-12-30 12:00:00+00:00,-1,2629.5,2633.47,-558.56,SL,C_MOMENTUM,V16-HighRisk,v16
2025-01-08 13:00:00+00:00,2025-01-08 14:00:00+00:00,1,2674.8,2681.79,250.55,TP1,B_MACDCROSS,V16-HighRisk,v16
2025-01-08 13:00:00+00:00,2025-01-08 15:00:00+00:00,1,2674.8,2676.66,155.9,SL,B_MACDCROSS,V16-HighRisk,v16
2025-01-09 11:00:00+00:00,2025-01-09 13:00:00+00:00,1,2687.3,2694.16,251.13,TP1,B_MACDCROSS,V16-HighRisk,v16
2025-01-09 11:00:00+00:00,2025-01-09 14:00:00+00:00,1,2687.3,2687.53,19.53,SL,B_MACDCROSS,V16-HighRisk,v16
2025-01-15 14:00:00+00:00,2025-01-15 15:00:00+00:00,1,2704.3,2699.96,-419.2,SL,D_PULLBACK,V16-HighRisk,v16
2025-01-15 16:00:00+00:00,2025-01-15 18:00:00+00:00,1,2712.0,2719.42,250.92,TP1,C_MOMENTUM,V16-HighRisk,v16
2025-01-15 16:00:00+00:00,2025-01-15 23:00:00+00:00,1,2712.0,2724.37,8363.91,TP2,C_MOMENTUM,V16-HighRisk,v16
2025-01-15 16:00:00+00:00,2025-01-16 08:00:00+00:00,1,2712.0,2731.79,17843.0,TP3,C_MOMENTUM,V16-HighRisk,v16
2025-01-17 15:00:00+00:00,2025-01-17 16:00:00+00:00,1,2749.9,2756.77,451.59,TP1,A_EMACROSS,V16-HighRisk,v16
2025-01-17 15:00:00+00:00,2025-01-17 18:00:00+00:00,1,2749.9,2751.73,702.47,SL,A_EMACROSS,V16-HighRisk,v16
2025-01-21 14:00:00+00:00,2025-01-21 15:00:00+00:00,1,2753.9,2749.08,-1009.3,SL,A_EMACROSS,V16-HighRisk,v16
2025-01-21 16:00:00+00:00,2025-01-22 01:00:00+00:00,1,2758.1,2764.51,325.38,TP1,E_BOS,V16-HighRisk,v16
2025-01-21 16:00:00+00:00,2025-01-22 05:00:00+00:00,1,2758.1,2769.97,1506.38,TP2,E_BOS,V16-HighRisk,v16
2025-01-21 16:00:00+00:00,2025-01-22 08:00:00+00:00,1,2758.1,2760.0,321.36,SL,E_BOS,V16-HighRisk,v16
2025-01-22 13:00:00+00:00,2025-01-22 14:00:00+00:00,1,2767.8,2763.17,-609.01,SL,D_PULLBACK,V16-HighRisk,v16
2025-01-22 16:00:00+00:00,2025-01-22 21:00:00+00:00,1,2769.6,2765.11,-607.18,SL,D_PULLBACK,V16-HighRisk,v16
2025-01-24 15:00:00+00:00,2025-01-24 16:00:00+00:00,1,2782.6,2778.05,-605.36,SL,D_PULLBACK,V16-HighRisk,v16
2025-01-28 14:00:00+00:00,2025-01-28 16:00:00+00:00,1,2758.4,2765.98,226.33,TP1,A_EMACROSS,V16-HighRisk,v16
2025-01-28 14:00:00+00:00,2025-01-28 18:00:00+00:00,1,2758.4,2771.04,943.04,TP2,A_EMACROSS,V16-HighRisk,v16
2025-01-28 14:00:00+00:00,2025-01-30 06:00:00+00:00,1,2758.4,2778.62,2011.82,TP3,A_EMACROSS,V16-HighRisk,v16
2025-01-31 16:00:00+00:00,2025-01-31 17:00:00+00:00,1,2849.7,2836.78,-613.09,SL,D_PULLBACK,V16-HighRisk,v16
2025-02-03 12:00:00+00:00,2025-02-03 13:00:00+00:00,1,2847.5,2834.02,-1018.75,SL,A_EMACROSS,V16-HighRisk,v16
2025-02-03 15:00:00+00:00,2025-02-03 16:00:00+00:00,1,2854.8,2839.99,-810.93,SL,C_MOMENTUM,V16-HighRisk,v16
2025-02-04 13:00:00+00:00,2025-02-04 14:00:00+00:00,1,2859.7,2846.1,-403.84,SL,A_EMACROSS,V16-HighRisk,v16
2025-02-04 15:00:00+00:00,2025-02-04 16:00:00+00:00,1,2863.9,2849.69,-241.82,SL,F_MSS,V16-HighRisk,v16
2025-02-05 07:00:00+00:00,2025-02-05 08:00:00+00:00,1,2890.5,2877.75,-322.04,SL,B_MACDCROSS,V16-HighRisk,v16
2025-02-05 13:00:00+00:00,2025-02-05 14:00:00+00:00,1,2883.7,2870.7,-241.14,SL,D_PULLBACK,V16-HighRisk,v16
2025-02-07 09:00:00+00:00,2025-02-07 10:00:00+00:00,1,2892.5,2880.04,-321.14,SL,E_BOS,V16-HighRisk,v16
2025-02-07 14:00:00+00:00,2025-02-07 15:00:00+00:00,1,2900.3,2887.32,-320.63,SL,E_BOS,V16-HighRisk,v16
2025-02-12 16:00:00+00:00,2025-02-12 17:00:00+00:00,1,2929.6,2916.65,-320.11,SL,E_BOS,V16-HighRisk,v16
2025-02-13 14:00:00+00:00,2025-02-13 15:00:00+00:00,1,2942.9,2930.49,-239.7,SL,D_PULLBACK,V16-HighRisk,v16
2025-02-13 16:00:00+00:00,2025-02-13 17:00:00+00:00,1,2941.6,2929.22,-239.41,SL,D_PULLBACK,V16-HighRisk,v16
2025-02-14 10:00:00+00:00,2025-02-14 13:00:00+00:00,1,2960.6,2949.14,-239.12,SL,D_PULLBACK,V16-HighRisk,v16
2025-02-18 13:00:00+00:00,2025-02-18 16:00:00+00:00,1,2933.6,2949.33,128.97,TP1,E_BOS,V16-HighRisk,v16
2025-02-18 13:00:00+00:00,2025-02-18 17:00:00+00:00,1,2933.6,2934.18,11.15,SL,E_BOS,V16-HighRisk,v16
2025-02-19 09:00:00+00:00,2025-02-19 10:00:00+00:00,1,2962.6,2951.58,-637.35,SL,B_MACDCROSS,V16-HighRisk,v16
2025-02-20 07:00:00+00:00,2025-02-20 08:00:00+00:00,1,2967.3,2957.4,-635.31,SL,E_BOS,V16-HighRisk,v16
2025-02-20 10:00:00+00:00,2025-02-20 11:00:00+00:00,1,2970.6,2960.79,-474.96,SL,C_MOMENTUM,V16-HighRisk,v16
2025-02-24 08:00:00+00:00,2025-02-24 09:00:00+00:00,1,2961.1,2951.88,-236.91,SL,E_BOS,V16-HighRisk,v16
2025-02-24 11:00:00+00:00,2025-02-24 12:00:00+00:00,1,2962.2,2952.98,-236.62,SL,C_MOMENTUM,V16-HighRisk,v16
2025-03-17 14:00:00+00:00,2025-03-17 15:00:00+00:00,1,3006.0,3000.81,-236.34,SL,B_MACDCROSS,V16-HighRisk,v16
2025-03-17 16:00:00+00:00,2025-03-17 20:00:00+00:00,1,3002.1,3009.68,79.67,TP1,D_PULLBACK,V16-HighRisk,v16
2025-03-17 16:00:00+00:00,2025-03-18 01:00:00+00:00,1,3002.1,3014.73,2655.64,TP2,D_PULLBACK,V16-HighRisk,v16
2025-03-17 16:00:00+00:00,2025-03-18 03:00:00+00:00,1,3002.1,3022.31,5665.37,TP3,D_PULLBACK,V16-HighRisk,v16
2025-03-19 10:00:00+00:00,2025-03-19 13:00:00+00:00,1,3042.3,3037.67,-615.35,SL,D_PULLBACK,V16-HighRisk,v16
2025-03-19 13:00:00+00:00,2025-03-19 14:00:00+00:00,1,3041.8,3037.09,-613.5,SL,D_PULLBACK,V16-HighRisk,v16
2025-03-26 10:00:00+00:00,2025-03-26 13:00:00+00:00,1,3029.1,3024.2,-815.54,SL,C_MOMENTUM,V16-HighRisk,v16
2025-03-28 14:00:00+00:00,2025-03-28 15:00:00+00:00,1,3103.9,3092.91,-304.61,SL,D_PULLBACK,V16-HighRisk,v16
2025-03-31 13:00:00+00:00,2025-03-31 14:00:00+00:00,1,3146.5,3129.31,-243.32,SL,D_PULLBACK,V16-HighRisk,v16
2025-03-31 15:00:00+00:00,2025-03-31 16:00:00+00:00,1,3146.9,3129.21,-243.03,SL,D_PULLBACK,V16-HighRisk,v16
2025-04-01 13:00:00+00:00,2025-04-01 14:00:00+00:00,1,3165.5,3148.89,-242.74,SL,D_PULLBACK,V16-HighRisk,v16
2025-04-02 08:00:00+00:00,2025-04-02 09:00:00+00:00,1,3162.7,3149.37,-404.07,SL,A_EMACROSS,V16-HighRisk,v16
2025-04-02 11:00:00+00:00,2025-04-02 13:00:00+00:00,1,3157.3,3143.97,-322.61,SL,C_MOMENTUM,V16-HighRisk,v16
2025-04-10 13:00:00+00:00,2025-04-10 14:00:00+00:00,1,3134.2,3163.32,108.71,TP1,D_PULLBACK,V16-HighRisk,v16
2025-04-10 13:00:00+00:00,2025-04-10 15:00:00+00:00,1,3134.2,3182.74,181.18,TP2,D_PULLBACK,V16-HighRisk,v16
2025-04-10 13:00:00+00:00,2025-04-10 22:00:00+00:00,1,3134.2,3211.86,7730.31,TP3,D_PULLBACK,V16-HighRisk,v16
2025-04-15 08:00:00+00:00,2025-04-15 12:00:00+00:00,1,3243.5,3228.78,-627.99,SL,D_PULLBACK,V16-HighRisk,v16
2025-04-15 14:00:00+00:00,2025-04-15 23:00:00+00:00,1,3239.1,3260.68,281.75,TP1,D_PULLBACK,V16-HighRisk,v16
2025-04-15 14:00:00+00:00,2025-04-16 00:00:00+00:00,1,3239.1,3275.07,469.58,TP2,D_PULLBACK,V16-HighRisk,v16
2025-04-15 14:00:00+00:00,2025-04-16 03:00:00+00:00,1,3239.1,3296.64,2504.43,TP3,D_PULLBACK,V16-HighRisk,v16
2025-04-22 08:00:00+00:00,2025-04-22 09:00:00+00:00,1,3455.5,3469.66,286.14,TP1,D_PULLBACK,V16-HighRisk,v16
2025-04-22 08:00:00+00:00,2025-04-22 10:00:00+00:00,1,3455.5,3479.11,476.91,TP2,D_PULLBACK,V16-HighRisk,v16
2025-04-22 08:00:00+00:00,2025-04-22 12:00:00+00:00,1,3455.5,3455.97,254.35,SL,D_PULLBACK,V16-HighRisk,v16
2025-04-28 14:00:00+00:00,2025-04-28 18:00:00+00:00,1,3339.6,3360.02,479.2,TP1,A_EMACROSS,V16-HighRisk,v16
2025-04-28 14:00:00+00:00,2025-04-28 22:00:00+00:00,1,3339.6,3345.04,745.41,SL,A_EMACROSS,V16-HighRisk,v16
2025-05-09 15:00:00+00:00,2025-05-09 19:00:00+00:00,1,3350.3,3338.34,-856.8,SL,E_BOS,V16-HighRisk,v16
2025-05-14 11:00:00+00:00,2025-05-14 12:00:00+00:00,-1,3223.7,3209.98,345.62,TP1,E_BOS,V16-HighRisk,v16
2025-05-14 11:00:00+00:00,2025-05-14 12:00:00+00:00,-1,3223.7,3198.3,640.03,TP2,E_BOS,V16-HighRisk,v16
2025-05-14 11:00:00+00:00,2025-05-14 13:00:00+00:00,-1,3223.7,3187.12,1228.86,TP3,E_BOS,V16-HighRisk,v16
2025-05-16 10:00:00+00:00,2025-05-16 11:00:00+00:00,-1,3179.0,3161.24,485.01,TP1,A_EMACROSS,V16-HighRisk,v16
2025-05-16 10:00:00+00:00,2025-05-16 12:00:00+00:00,-1,3179.0,3178.41,37.72,SL,A_EMACROSS,V16-HighRisk,v16
2025-05-16 13:00:00+00:00,2025-05-16 17:00:00+00:00,-1,3183.0,3194.94,-864.32,SL,C_MOMENTUM,V16-HighRisk,v16
2025-05-22 07:00:00+00:00,2025-05-22 08:00:00+00:00,1,3328.3,3322.76,-645.65,SL,D_PULLBACK,V16-HighRisk,v16
2025-05-23 11:00:00+00:00,2025-05-23 13:00:00+00:00,1,3348.3,3338.59,-858.28,SL,E_BOS,V16-HighRisk,v16
2025-05-28 07:00:00+00:00,2025-05-28 11:00:00+00:00,1,3317.4,3309.21,-341.94,SL,E_BOS,V16-HighRisk,v16
2025-05-29 07:00:00+00:00,2025-05-29 08:00:00+00:00,1,3310.7,3300.98,-341.39,SL,E_BOS,V16-HighRisk,v16
2025-05-29 10:00:00+00:00,2025-05-29 11:00:00+00:00,1,3321.5,3310.95,-340.85,SL,E_BOS,V16-HighRisk,v16
2025-06-09 16:00:00+00:00,2025-06-09 18:00:00+00:00,1,3358.4,3343.25,-425.38,SL,A_EMACROSS,V16-HighRisk,v16
2025-06-10 13:00:00+00:00,2025-06-10 14:00:00+00:00,1,3364.6,3349.77,-339.62,SL,E_BOS,V16-HighRisk,v16
2025-06-11 07:00:00+00:00,2025-06-11 09:00:00+00:00,1,3366.6,3353.13,-339.08,SL,E_BOS,V16-HighRisk,v16
2025-06-13 14:00:00+00:00,2025-06-13 15:00:00+00:00,1,3448.4,3434.07,-253.9,SL,D_PULLBACK,V16-HighRisk,v16
2025-06-18 15:00:00+00:00,2025-06-18 18:00:00+00:00,1,3411.0,3401.4,-422.66,SL,A_EMACROSS,V16-HighRisk,v16
2025-06-30 11:00:00+00:00,2025-06-30 12:00:00+00:00,-1,3289.2,3296.93,-253.09,SL,F_MSS,V16-HighRisk,v16
2025-07-08 17:00:00+00:00,2025-07-08 23:00:00+00:00,-1,3315.1,3305.4,151.67,TP1,C_MOMENTUM,V16-HighRisk,v16
2025-07-08 17:00:00+00:00,2025-07-09 00:00:00+00:00,-1,3315.1,3314.78,11.8,SL,C_MOMENTUM,V16-HighRisk,v16
2025-07-15 08:00:00+00:00,2025-07-15 11:00:00+00:00,1,3369.5,3364.08,-505.96,SL,D_PULLBACK,V16-HighRisk,v16
2025-07-16 15:00:00+00:00,2025-07-16 16:00:00+00:00,1,3350.4,3359.21,272.56,TP1,E_BOS,V16-HighRisk,v16
2025-07-16 15:00:00+00:00,2025-07-16 23:00:00+00:00,1,3350.4,3353.01,471.1,SL,E_BOS,V16-HighRisk,v16
2025-07-23 10:00:00+00:00,2025-07-23 12:00:00+00:00,1,3435.2,3429.68,-506.53,SL,D_PULLBACK,V16-HighRisk,v16
2025-07-28 15:00:00+00:00,2025-07-29 06:00:00+00:00,-1,3314.1,3320.11,-673.76,SL,C_MOMENTUM,V16-HighRisk,v16
2025-08-04 16:00:00+00:00,2025-08-04 17:00:00+00:00,1,3424.7,3398.67,-503.7,SL,D_PULLBACK,V16-HighRisk,v16
2025-08-05 14:00:00+00:00,2025-08-05 15:00:00+00:00,1,3439.7,3416.83,-314.06,SL,A_EMACROSS,V16-HighRisk,v16
2025-08-05 16:00:00+00:00,2025-08-05 17:00:00+00:00,1,3436.7,3413.79,-188.15,SL,F_MSS,V16-HighRisk,v16
2025-08-06 14:00:00+00:00,2025-08-07 07:00:00+00:00,1,3435.3,3458.95,101.51,TP1,E_BOS,V16-HighRisk,v16
2025-08-06 14:00:00+00:00,2025-08-07 14:00:00+00:00,1,3435.3,3436.18,175.45,SL,E_BOS,V16-HighRisk,v16
2025-08-07 14:00:00+00:00,2025-08-07 19:00:00+00:00,1,3450.3,3463.7,169.41,TP1,D_PULLBACK,V16-HighRisk,v16
2025-08-07 14:00:00+00:00,2025-08-07 20:00:00+00:00,1,3450.3,3472.64,282.35,TP2,D_PULLBACK,V16-HighRisk,v16
2025-08-07 14:00:00+00:00,2025-08-07 22:00:00+00:00,1,3450.3,3486.04,1505.85,TP3,D_PULLBACK,V16-HighRisk,v16
2025-08-08 14:00:00+00:00,2025-08-08 17:00:00+00:00,1,3492.8,3479.36,-506.65,SL,D_PULLBACK,V16-HighRisk,v16
2025-08-19 16:00:00+00:00,2025-08-20 01:00:00+00:00,-1,3361.1,3354.08,272.93,TP1,E_BOS,V16-HighRisk,v16
2025-08-19 16:00:00+00:00,2025-08-20 03:00:00+00:00,-1,3361.1,3360.84,471.74,SL,E_BOS,V16-HighRisk,v16
2025-08-25 14:00:00+00:00,2025-08-25 19:00:00+00:00,1,3418.7,3414.12,-676.29,SL,E_BOS,V16-HighRisk,v16
2025-08-26 07:00:00+00:00,2025-08-26 09:00:00+00:00,1,3423.0,3417.73,-674.13,SL,C_MOMENTUM,V16-HighRisk,v16
2025-08-26 13:00:00+00:00,2025-08-26 15:00:00+00:00,1,3422.2,3430.42,226.79,TP1,D_PULLBACK,V16-HighRisk,v16
2025-08-26 13:00:00+00:00,2025-08-26 15:00:00+00:00,1,3422.2,3435.9,377.98,TP2,D_PULLBACK,V16-HighRisk,v16
2025-08-26 13:00:00+00:00,2025-08-26 22:00:00+00:00,1,3422.2,3444.11,806.37,TP3,D_PULLBACK,V16-HighRisk,v16
2025-08-27 14:00:00+00:00,2025-08-27 16:00:00+00:00,1,3435.7,3443.34,380.52,TP1,A_EMACROSS,V16-HighRisk,v16
2025-08-27 14:00:00+00:00,2025-08-27 16:00:00+00:00,1,3435.7,3448.43,634.21,TP2,A_EMACROSS,V16-HighRisk,v16
2025-08-27 14:00:00+00:00,2025-08-28 08:00:00+00:00,1,3435.7,3456.06,1352.98,TP3,A_EMACROSS,V16-HighRisk,v16
